Drug Name,Salt,Dosage Form,Strengh,Route of Admin,ATC Code,Ingredient,Approved clinical indications,Access level,Remarks,Date,,
Co-amoxiclav,,"INJECTION, POWDER, FOR SOLUTION",,PARENTERAL,J01CR02,Amoxicillin(as sodium)500mg+Clavulanic acid(as potassium)100mg  ,,Hospital only,,1392/03/21,,
Co-amoxiclav,,TABLET,,ORAL,J01CR02,Amoxicillin(as trihydrate) 250mg+Clavulanic acid(as potassium) 125mg  ,,,,,,
Co-amoxiclav,,TABLET,,ORAL,J01CR02,Amoxicillin(as trihydrate) 250mg+Clavulanic acid(as potassium) 125mg  ,,,,,,
Co-amoxiclav,,"TABLET, DISPERSIBLE",,ORAL,J01CR02,Amoxicillin(as trihydrate) 500mg+Clavulanic acid(as potassium) 125mg,,,,1387/03/28,,
Co-amoxiclav,,TABLET,,ORAL,J01CR02,Amoxicillin(as trihydrate) 875mg+Clavulanic acid(as potassium) 125mg,,,,1396/06/12,,
Co-amoxiclav,,"TABLET, EXTENDED RELEASE",,ORAL,J01CR02,Amoxicillin(as trihydrate) 1000 mg+Clavulanic acid(as potassium) 62.5 mg,,,,1397/07/28,,
Co-amoxiclav,,TABLET,,ORAL,J01CR02,Amoxicillin(as trihydrate) 500mg+Clavulanic acid(as potassium) 125mg  ,,,,,,
Co-amoxiclav,,TABLET,,ORAL,J01CR02,Dispersible  Amoxicillin(as trihydrate) 500mg+Clavulanic acid(as potassium) 125mg,,,,,,
Cobicistat+Elvitegravir+Emtricitabine+Tenofovir,,TABLET,,ORAL,J05AR09,Cobicistat 150 mg+Elvitegravir 150 mg+Emtricitabine 200 mg+Tenofovir disoproxil (as fumarate) 245 mg,HIV infection,For Health Dept. of MOH only,Tenofovir disoproxil  fumarate 300 mg,1394/03/31,,
Codeine,Phosphate,TABLET,30 mg,ORAL,R05DA04,,,,, ,,
Codeine+Guaifenesin+Phenylephrin,,SYRUP,,ORAL,R05DA20,(Codeine 10 mg+Guaifenesin 100mg+Phenylephrine 5mg)/ 5ml,,,تحت کنترل (سبز),1395/10/07,,
Codeine+Guaifenesin+Phenylephrin,,SYRUP,,ORAL,R05DA20,(Codeine phosphate 10 mg+Guaifenesin 100mg+Phenylephrine 5mg)/ 5ml,,,,1395/10/07,,
Codeine+Guaifenesine,,SYRUP,,ORAL,R05DA20,(Codeine phosphate 10mg+Guaifenesine 100mg)/5ml,,,تحت کنترل (سبز),1395/08/12,,
Codeine+Guaifenesine,,SYRUP,,ORAL,R05DA20,(Codeine phosphate 8mg+Guaifenesine 200mg)/5ml,,,تحت کنترل (سبز),1395/08/12,,
Codeine+Guaifenesine,,SYRUP,,ORAL,R05DA20,(Codeine phosphate 7.5mg+Guaifenesine 225mg)/5ml,,,تحت کنترل (سبز),1395/08/12,,
Colchicine,,TABLET,1 mg,ORAL,M04AC01,,"Treatment of familial Mediterranean fever
For arresting the progression of neurologic disability caused by chronic progressive multiple sclerosis.
For the treatment of Behcet's Syndrome.",,,,,
Colchicine,,TABLET,0.6 mg,ORAL,M04AC01,,"Treatment of familial Mediterranean fever
For arresting the progression of neurologic disability caused by chronic progressive multiple sclerosis.
For the treatment of Behcet's Syndrome.",,,1395/07/17,,
Colistimethate ,Sodium,"INJECTION, POWDER","1,000,000 U",PARENTERAL,J01XB01,,"Antibiotic, misellaneous",Hospital only,,1394/11/13,,
Colistimethate ,Sodium,"INJECTION, POWDER","2,000,000 U",PARENTERAL,J01XB01,,"Antibiotic, misellaneous",Hospital only,,1394/11/13,,
Colistimethate ,Sodium,"INJECTION, POWDER","4,500,000 U",PARENTERAL,J01XB01,,"Antibiotic, misellaneous",Hospital only,,1395/03/19,,
Colistimethate ,Sodium,NEBULISATION,"1,000,000 U",RESPIRATORY,J01XB01,,"Antibiotic, misellaneous",Hospital only,,1397/10/11,,
Collodion   ,,SOLUTION,,TOPICAL,V03,(Pyroxylin 40g+Ether 750 ml+Alcohol 250 ml )/1000 ml,,OTC medicines,,,,
Conjugated Estrogens,,TABLET,0.625 mg,ORAL,G03CA57,,,,,,,
Conjugated Estrogens,,TABLET,0.3 mg,ORAL,G03CA57,,,,,1395/09/01,,
Conjugated Estrogens,,TABLET,0.45 mg,ORAL,G03CA57,,,,,1395/09/01,,
Conjugated Estrogens,,TABLET,0.9 mg,ORAL,G03CA57,,,,,1395/09/01,,
Conjugated Estrogens,,CREAM,0.625 mg/g,VAGINAL,G03CA57,,,,,,,
Conjugated Estrogens,,TABLET,1.25 mg,ORAL,G03CA57,,,,,,,
Conjugated Estrogens,,INJECTION,5 mg/ml,PARENTERAL,G03CA57,,,,,,,
Contraceptive DE    ,,TABLET,,ORAL,G03AA09,Desogestrel 0.15mg+Ethinylestradiol 20mcg,,,With obstetricians and General Practitioners prescriptions only,1391/05/02,,
Contraceptive DE    ,,TABLET,,ORAL,G03AA09,Desogestrel 0.15mg+Ethinylestradiol 30mcg  ,,,With obstetricians and General Practitioners prescriptions only,1377/06/22,,
Contraceptive Four-phasic   ,,TABLET,,ORAL,G03AB08,2 Tab: (Estradiol Valerate 3mg)+ 5 Tab: (Estradiol Valerate 2mg+ Dienogest 2mg)+ 17 Tab: (Estradiol Valerate 2mg+ Dienogest 3mg)+ 2 Tab: (Estradiol Valerate 1mg)+ 2 Tab: Inactive  ,,,With obstetricians and General Practitioners prescriptions only,1393/06/02,,
Contraceptive HD   ,,TABLET,,ORAL,G03FA04,Norgestrel (or 1/2 amount of levonorgestrel) 0.5mg+Ethinylestradiol 50mcg  ,,,With obstetricians prescriptions only,,,
Contraceptive LD  ,,TABLET,,ORAL,G03FA04,Norgestrel (or 1/2 amount of levonorgestrel) 0.3mg+Ethinylestradiol 30mcg  ,,,With obstetricians and General Practitioners prescriptions only,,,
Contraceptive LD  ,,TABLET,,ORAL,G03FA04,Norgestrel (or 1/2 amount of levonorgestrel) 0.1mg+Ethinylestradiol 20mcg  ,,,With obstetricians and General Practitioners prescriptions only,1397/02/11,,
Contraceptive LD+Fe    ,,TABLET,,ORAL,G03AA06,21 Tab. [Norgestrel (or 1/2 amount of levonorgestrel) 0.3mg+Ethinylestradiol 30mcg] + [ 7 Tab. of  24.65 mg Iron as Ferrous Sulfate or Fumarate )]  ,,,With obstetricians and General Practitioners prescriptions only,1379/11/25,,
Contraceptive Triphasic   ,,TABLET,,ORAL,G03AA06,6 Tab: (Levonorgestrel 0.05mg + Ethinylestradiol 30mcg) + 5 Tab: (Levonorgestrel 0.075mg + Ethinylestradiol 40mcg) + 10 Tab: (Levonorgestrel 0.125mg + Ethinylestrdiol 30mcg)  ,,,With obstetricians and General Practitioners prescriptions only,1368/04/18,,
Copper+Zinc,,LOTION,,TOPICAL,D11,Copper Sulfate  1 g + Zinc Sulfate  1.5 g  +  Concentrated Comphor Water  2.5 ml  + water qs to 100 ml  ,,OTC medicines,از فهرست رسمی داروی کشور حذف شد.,1400/03/19,,
Corifollitropin Alfa,,"INJECTION, SOLUTION",200 mcg/ml,PARENTERAL,G03GA09,,Overian Stimulation,,,1396/12/08,,
Corifollitropin Alfa,,"INJECTION, SOLUTION",300 mcg/ml,PARENTERAL,G03GA09,,Overian Stimulation,,,1396/12/08,,
Corticotrophin,,INJECTION,40 U/ml,PARENTERAL,H01AA01,,,Hospital only,,1366/11/04,,
Corticotrophin,,INJECTION,80 U/ml,PARENTERAL,H01AA01,,,Hospital only,,1375/07/29,,
Co-trimoxazole,,"INJECTION, SOLUTION",,INTRAVENOUS DRIP,J01EE01,(Sulfamethoxazole 400mg+Trimethoprim 80mg)/5ml  ,,Hospital only,,1361/11/17,,
Co-trimoxazole,,SUSPENSION,,ORAL,J01EE01,(Sulfamethoxazole 200mg+Trimethoprim 40mg)/5ml,,,,,,
Co-trimoxazole,,TABLET,,ORAL,J01EE01,Sulfamethoxazole 100mg+Trimethoprim 20mg,,,,,,
Co-trimoxazole,,TABLET,,ORAL,J01EE01,Sulfamethoxazole 400mg+Trimethoprim 80mg,,,,,,
Co-trimoxazole,,TABLET,,ORAL,J01EE01,Sulfamethoxazole 800mg+Trimethoprim 160mg,,,,1384/02/12,,
Covid-19 vaccines ,,INJECTION,,PARENTERAL,J07BX03,,,,,1400/03/19,,
Cromolyn,Sodium,INHALER,1 mg/dose,RESPIRATORY,R03BC01,,,,,1369/08/06,,
Cromolyn,Sodium,NEBULISATION,10 mg/ml,RESPIRATORY,R03BC01,,,,,1374/06/26,,
Cromolyn,Sodium,INHALER,20 mg/capsule,RESPIRATORY,R03BC01,,,,,,,
Cromolyn,Sodium,SOLUTION,20 mg/ml,OPHTHALMIC,S01GX01,,Treatment of vernal keratoconjunctivitis.,,, 1369/08/06,,
Cromolyn,Sodium,SPRAY,20 mg/ml,NASAL,R01AC01,,,,,1365/02/21,,
Crotamiton,,CREAM,,TOPICAL,P03AX,,,OTC medicines,,,,
Cyclopentolate,HCl,SOLUTION,1%,OPHTHALMIC,S01FA04,,,,,,,
Cyclophosphamide,,"INJECTION, POWDER",200 mg,PARENTERAL,L01AA01,,Rheumatoid arthritis,,,,,
Cyclophosphamide,,TABLET,50 mg,ORAL,L01AA01,,Rheumatoid arthritis,,,,,
Cyclophosphamide,,"INJECTION, POWDER",500 mg,PARENTERAL,L01AA01,,Rheumatoid arthritis,,,,,
Cyclophosphamide,,"INJECTION, POWDER",1 g,PARENTERAL,L01AA01,,Rheumatoid arthritis,,,1395/04/08,,
Cyclophosphamide,," INJECTION, SOLUTION",200 mg/ml,PARENTERAL,L01AA01,,Rheumatoid arthritis,,,1401/12/13,,
Cycloserine,,CAPSULE,250 mg,ORAL,J04AB01,,,,, 1361/03/23,,
Cycloserine,,TABLET,250 mg,ORAL,J04AB01,,,,,,,
Cyproheptadine,HCl,SOLUTION,2 mg/5 ml,ORAL,R06AX02,,,,For local prodcution only ,1390/09/21,,
Cyproheptadine,HCl,TABLET,4 mg,ORAL,R06AX02,,,,,,,
Cyproterone,Acetate,TABLET,100 mg,ORAL,G03HA01,,,,For local prodcution only ,1391/02/25,,
Cyproterone,Acetate,TABLET,50 mg,ORAL,G03HA01,,Treatment of severe hirsutism.,,,1359/10/24,,
Cyproterone Compound   ,,TABLET,,ORAL,G03HB01,Cyproterone acetate 2mg+Ethinylestradiol 35mcg  ,,,With obstetricians and General Practitioners prescriptions only,,,
Cysteamine,As Bitartarte,CAPSULE,150 mg,ORAL,A16AA04,,"Treatment of corneal cystine crystal accumulation in cystinosis patients.
Treatment of nephropathic cystinosis.",Orphan medicines,,,,
Cysteamine,As Bitartarte,CAPSULE,50 mg,ORAL,A16AA04,,,Orphan medicines,,1387/10/15,,
Cytarabine,,"INJECTION, POWDER",1 g,PARENTERAL,L01BC01,,,,,1381/06/31,,
Cytarabine,,"INJECTION, POWDER",100 mg,PARENTERAL,L01BC01,,,,,,,
Cytarabine,,"INJECTION, SOLUTION",20 mg/ml,PARENTERAL,L01AX04,,,,,,,
Cytarabine,,"INJECTION, SOLUTION",50 mg/ml,PARENTERAL,L01AX04,,,,,,,
Cytarabine,,"INJECTION, SOLUTION",100 mg/ml,PARENTERAL,L01AX04,,,,,1395/06/24,,
Cytarabine,,"INJECTION, POWDER",500 mg,PARENTERAL,L01BC01,,,,,1391/07/25,,
Dabigatran Etexilate,As Mesylate,CAPSULE,110 mg,ORAL,B01AE07,,,,,1390/03/07,,
Dabigatran Etexilate,As Mesylate,CAPSULE,150 mg,ORAL,B01AE07,,,,,1390/09/21,,
Dabigatran Etexilate,As Mesylate,CAPSULE,75 mg,ORAL,B01AE07,,,,,1390/03/07,,
Dacarbazine,,"INJECTION, POWDER",100 mg,PARENTERAL,L01AX04,,,,,,,
Dacarbazine,,"INJECTION, POWDER",200 mg,PARENTERAL,L01AX04,,,,,,,
Dacarbazine,,"INJECTION, POWDER",500 mg,PARENTERAL,L01AX04,,,,,,,
Daclatasvir,As Dihydrochloride,TABLET,30 mg,ORAL,J05AP07,,Hepatitis C infection,,,1394/07/05,,
Daclatasvir,As Dihydrochloride,TABLET,60 mg,ORAL,J05AP07,,Hepatitis C infection,,,1394/07/05,,
Daclatasvir+Sofosbuvir,,TABLET,,ORAL,J05AX,Daclatasvir (As Dihydrochloride) 60 mg+Sofosbuvir 400 mg,Hepatitis C infection,,,1394/07/05,,
Dactinomycin,,"INJECTION, POWDER",0.5 mg,PARENTERAL,L01DA01,,,,,,,
Dalteparin,Sodium,INJECTION,10000 U/ml,PARENTERAL,B01AB04,,,,,,,
Dalteparin,Sodium,INJECTION,12500 U/ml,PARENTERAL,B01AB04,,,,,,,
Dalteparin,Sodium,INJECTION,25000 U/ml,PARENTERAL,B01AB04,,,,,,,
Dalteparin,Sodium,INJECTION,7500 U/0.3 ml,PARENTERAL,B01AB04,,,,,,,
Danaparoid,Sodium,INJECTION,1250 U/ml,PARENTERAL,B01AB09,,,,,1385/10/26,,
Danazol,,CAPSULE,100 mg,ORAL,G03XA01,,,,,1361/12/15,,
Danazol,,CAPSULE,200 mg,ORAL,G03XA01,,,,,1361/12/15,,
Dantrolene,Sodium,"INJECTION, POWDER",20 mg,PARENTERAL,M03CA01 ,,Treatment of the neuroleptic malignant syndrome.,Hospital only; Orphan medicines,                    ,,,
Dantrolene,Sodium,CAPSULE,25 mg,ORAL,M03CA01,,,Orphan medicines,,,,
Dapagliflozin, As Propanediol,TABLET,5 mg,ORAL,A10BK01,,Diabetes Mellitus type 2,,,1397/09/03,,
Dapagliflozin, As Propanediol,TABLET,10 mg,ORAL,A10BK01,,Diabetes Mellitus type 2,,,1396/11/29,,
Dapagliflozin+Metformin,,TABLET,,ORAL,A10BD15,Dapagliflozin ( as Propanediol) 5 mg+Metformin HCl 1000 mg,,,,1400/06/16,,
Dapagliflozin+Metformin,,TABLET,,ORAL,A10BD15,Dapagliflozin (as Propanediol) 5 mg+Metformin HCl  850 mg,,,,1400/06/16,,
Dapagliflozin+Metformin,,"TABLET, EXTENDED RELEASE",,ORAL,A10BD15,Dapagliflozin(as Propanediol) 5 mg+Metformin HCl 1000 mg,Diabetes Mellitus type 2,,,1396/11/29,,
Dapagliflozin+Metformin,,"TABLET, EXTENDED RELEASE",,ORAL,A10BD15,Dapagliflozin ( as Propanediol) 10 mg+Metformin HCl 1000 mg,Diabetes Mellitus type 2,,,1396/11/29,,
Dapagliflozin+Metformin,,"TABLET, EXTENDED RELEASE",,ORAL,A10BD15,Dapagliflozin ( as Propanediol)  5 mg+Metformin HCl 500 mg,Diabetes Mellitus type 2,,,1399/12/26,,
Dapagliflozin+Metformin,,"TABLET, EXTENDED RELEASE",,ORAL,A10BD15,Dapagliflozin ( as Propanediol)  10 mg+Metformin HCl 500 mg,Diabetes Mellitus type 2,,,1399/12/26,,
Dapagliflozin+Metformin,,"TABLET, EXTENDED RELEASE",,ORAL,A10BD15,Dapagliflozin ( as Propanediol) 2.5 mg+Metformin HCl 1000 mg,Diabetes Mellitus type 2,,,1399/12/26,,
Dapoxetine,As HCl,TABLET,30 mg,ORAL,G04BX14,,Premature ejaculation,,,1395/03/09,,
Dapoxetine,As HCl,TABLET,60 mg,ORAL,G04BX14,,Premature ejaculation,,,1396/03/13,,
Dapsone,, GEL,5%,TOPICAL,D10AX05,,,,,1392/04/04,,
Dapsone,,TABLET,100 mg,ORAL,J04BA02,,For the combination treatment of Pneumocystis carinii pneumonia in conjunction with trimethoprim.,Orphan medicines,,,,
Dapsone,,TABLET,50 mg,ORAL,J04BA02,,For the combination treatment of Pneumocystis carinii pneumonia in conjunction with trimethoprim.,Orphan medicines,,1368/09/19,,
Darunavir,As Ethanolate,TABLET,600 mg ,ORAL,J05AE10,Treatment of AIDS related complex.,,For Health Dept. of MOH only,,1393/10/14,,
Darunavir,As Ethanolate,TABLET,300 mg ,ORAL,J05AE10,Treatment of AIDS related complex.,,For Health Dept. of MOH only,,1394/03/31,,
Darunavir,As Ethanolate,TABLET,150 mg ,ORAL,J05AE10,Treatment of AIDS related complex.,,For Health Dept. of MOH only,,1395/05/03,,
Darunavir,As Ethanolate,TABLET,800 mg,ORAL,J05AE10,Treatment of AIDS related complex.,,,,1400/04/13,,
Dasatinib,,TABLET,20 mg,ORAL,L01XE06,,CML,,Local production only,1397/10/04,,
Dasatinib,,TABLET,50 mg,ORAL,L01XE06,,CML,,Local production only,1397/10/04,,
Dasatinib,,TABLET,70 mg,ORAL,L01XE06,,CML,,Local production only,1397/10/04,,
Dasatinib,,TABLET,80 mg,ORAL,L01XE06,,CML,,Local production only,1397/10/04,,
Dasatinib,,TABLET,100 mg,ORAL,L01XE06,,CML,,Local production only,1397/10/04,,
Dasatinib,,TABLET,140 mg,ORAL,L01XE06,,CML,,Local production only,1397/10/04,,
Daunorubicin,As HCl,"INJECTION, POWDER",20 mg,PARENTERAL,L01DB02,,,,,,,
Daunorubicin,As HCl,"INJECTION, SOLUTION",20mg/10ml,PARENTERAL,L01DB02,,,,,1398/06/17,,
Deferasirox,,"TABLET, FOR SUSPENSION",125 mg,ORAL,V03AC03,,,,, 1385/08/09,,
Deferasirox,,"TABLET, FOR SUSPENSION",250 mg,ORAL,V03AC03,,,,,1385/08/09,,
Deferasirox,,"TABLET, FOR SUSPENSION",500 mg,ORAL,V03AC03,,,,,1385/08/09,,
Deferasirox,,TABLET,90 mg,ORAL,V03AC03,,,,,1395/11/12,,
Deferasirox,,TABLET,180 mg,ORAL,V03AC03,,,,,1395/11/12,,
Deferasirox,,TABLET,360 mg,ORAL,V03AC03,,,,,1395/11/12,,
Deferiprone,,"TABLET, EFFERVESCENT",500 mg,ORAL,V03AC02,,,,,1393/05/12,,
Deferiprone,,"TABLET, DELAYED RELEASE",500 mg,ORAL,V03AC02,,,,,1389/09/22,,
Deferiprone,,SOLUTION,100 mg/ ml,ORAL,V03AC02,,,,,1395/12/22,,
Deferoxamine,Mesylate,"INJECTION, POWDER",500 mg,PARENTERAL,V03AC01,,,,,,,
Deferoxamine,Mesylate,"INJECTION, POWDER LYOPHILIZED",2 g,PARENTERAL,V03AC01,,,,,,,
Dehydrated Alcohol,,"INJECTION, SOLUTION",≥ 98% Ethyl alcohol,PARENTERAL,V03AB16, ,,,,1399/07/15,,
Denosumab,,INJECTION. SOLUTION,60 mg/ml,PARENTERAL,M05BX04,,Prevention of Osteoporotic Fractures,,,1394/07/05,,
Denosumab,,INJECTION. SOLUTION,120 mg/1.7ml,PARENTERAL,M05BX04,,Reduction of bone damage in patients with bone metastasis frome solid tumours,,,1395/04/09,,
Desipramine,HCl,TABLET,25 mg,ORAL,N06AA01,,,,,1371/06/08,,
Desloratadine,,TABLET,5 mg,ORAL,R06AX27,,,,,1396/09/12,,
Desloratadine,,SYRUP,2.5 mg/5ml,ORAL,R06AX27,,,,,1396/09/12,,
Desmopressin,As Acetate,TABLET,0.1 mg,ORAL,H01BA02,,,,,1380/02/30,,
Desmopressin,As Acetate,TABLET,0.2 mg,ORAL,H01BA02,,,,,1380/02/30,,
Desmopressin,As Acetate,SPRAY,10 mcg/dose,NASAL,H01BA02,,,,,,,
Desmopressin,As Acetate,TABLET,120 mcg,SUBLINGUAL,H01BA02,,,,,1385/12/02,,
Desmopressin,As Acetate,INJECTION,15 mcg/ml,PARENTERAL,H01BA02,,,Hospital only,,1376/07/27,,
Desmopressin,As Acetate,TABLET,240 mcg,SUBLINGUAL,H01BA02,,,,,,,
Desmopressin,As Acetate,INJECTION,4 mcg/ml,PARENTERAL,H01BA02,,,Hospital only,,1376/07/27,,
Desmopressin,As Acetate,TABLET,60 mcg,SUBLINGUAL,H01BA02,,,,,1385/12/02,,
Desmopressin,As Acetate,TABLET,25 mcg,SUBLINGUAL,H01BA02,,,,,1396/08/29,,
Desmopressin,As Acetate,TABLET,50 mcg,SUBLINGUAL,H01BA02,,,,,1396/08/29,,
Desogestrel,,TABLET,75mcg,ORAL,G03AC09,,,,,1390/12/22,,
Desonide,,CREAM,0.05%,TOPICAL,D07AB08,,,,,1389/10/25,,
Desonide,,OINTMENT,0.05%,TOPICAL,D07AB08,,,,,1397/06/24,,
Desonide,,Gel,0.05%,TOPICAL,D07AB08,,,,,1399/12/26,,
Dexamethasone,As Disodium Phosphate,INJECTION,4 mg/ml,PARENTERAL,H02AB02,,,,,,,
Dexamethasone,As Disodium Phosphate,SOLUTION/ DROPS,0.1%,OPHTHALMIC & OTIC ,S03BA01,,,,,,,
Dexamethasone   ,,TABLET,0.5 mg,ORAL,H02AB02,,,,,,,
Dexamethasone   ,,TABLET,4 mg,ORAL,H02AB02,,,,,1395/08/02,,
Dexamethasone   ,As Acetate,TABLET,40 mg,ORAL,H02AB02,,,,,1396/06/07,,
Dexamethasone   ,,ELIXIR,0.5 mg/5ml,ORAL,H02AB02,,,,,,,
Dexamethasone   ,,SOLUTION,2 mg/5ml,ORAL,H02AB02,,,,,1395/09/01,,
Dexamethasone +Lidocaine Hcl + Vitamin B1 Hcl+ Vitamin B12,As Disodium Phosphate,"INJECTION, SOLUTION",,PARENTERAL,N01BB52,(Dexamethasone 4 mg +Lidocaine Hcl 60 mg+Vitamin B1  Hcl   50 mg+Vitamin B12   250 mcg)/2 ml,,Hospital only,,1399/07/15,,
Dexmedetomidine,As HCl,"INJECTION, CONCENTRATE",100mcg/ml,PARENTERAL,N05CM18,,,Hospital only,,1391/02/07,,
Dexmedetomidine,As HCl,"INJECTION, SOLUTION",4 mcg/ml,PARENTERAL,N05CM18,,,Hospital only,,1395/08/02,,
Dexpanthenol,,CREAM,5%,TOPICAL,D03AX03,,,OTC medicines,,1369/10/30,,
Dexpanthenol,,"INJECTION, SOLUTION",250mg/ml  ,PARENTERAL,A11HA30,,,,,1392/09/25,,
Dextran+NaCl,,"INJECTION, SOLUTION",500 ml,INTRAVENOUS DRIP,B05BB02,Dextran70  6%+ NaCl 0.9%,,Hospital only,,   ,,
Dextroamphetamine,Sulfate,TABLET,10 mg,ORAL,N06BA02,,,,,1379/12/21,,
Dextroamphetamine,Sulfate,TABLET,5 mg,ORAL,N06BA02,,,,تحت کنترل (سبز),1379/12/21,,
Dextromethorphan,HBr,TABLET,15 mg,ORAL,R05DA09,,,OTC medicines,,1359/06/08,,
Dextromethorphan,HBr,"CAPSULE, LIQUID FILLED",15 mg,ORAL,R05DA09,,,OTC medicines,,1385/09/15,,
Dextromethorphan,HBr,SYRUP,15 mg/5ml,ORAL,R05DA09,,,OTC medicines,,1369/10/30,,
Dextromethorphan,HBr,SOLUTION/ DROPS,4 mg/ml,ORAL,R05DA09,,,OTC medicines,,,,
Dextromethorphan  ,HBr,"SUSPENSION ,EXTENDED RELEASE ",30 mg / 5 ml,ORAL,R05DA09,,,OTC medicines,,,,
Dextromethorphan HBr +Guaifenisin,,"TABLET, EXTENDED RELEASE",,ORAL,R05F, Dextromethorphan HBr 30 mg+Guaifenisin 600 mg,,OTC medicines,,1399/12/26,,
Dextromethorphan HBr +Guaifenisin,,"TABLET, EXTENDED RELEASE",,ORAL,R05F, Dextromethorphan HBr 60 mg+Guaifenisin 1200 mg,,OTC medicines,,1399/12/26,,
Dextromethorphan+Guaifenisin,,SYRUP,,ORAL,R05CA,(Dextromethorphan HBr 5mg+Guaifenisin HCl 100mg)/5 ml,,OTC medicines,,1396/06/25,,
Dextromethorphan+Guaifenisin+Phenylephrin,,SYRUP,,ORAL,R05CA,(Dextromethorphan HBr 10mg+Guaifenisin 100mg+Phenylephrin 5mg)/5ml,,OTC medicines,,1395/08/12,,
Dextromethorphan+Guaifenisin+Phenylephrin,,SYRUP,,ORAL,R05CA,(Dextromethorphan HBr 20mg+Guaifenisin 100mg+Phenylephrin HCl 10mg)/5ml,,OTC medicines,,1395/08/12,,
Dextromethorphan+Guaifenisin+Phenylephrin,,SYRUP,,ORAL,R05CA,(Dextromethorphan HBr 30mg+Guaifenisin HCl 200mg+Phenylephrin HCl 10mg)/5ml,,OTC medicines,,1395/08/12,,
Dextromethorphan+Guaifenisin+Phenylephrin,,SYRUP,,ORAL,R05CA,(Dextromethorphan HBr 15mg+Guaifenisin HCl 350mg+Phenylephrin HCl 10mg)/5ml,,OTC medicines,,1395/08/12,,
Dextromethorphan+Guaifenisin+Pseudoephedrine,,SYRUP,,ORAL,R05CA,(Dextromethorphan HBr 15mg+Guaifenisin 200mg+Pseudoephedrine HCl 30 mg)/5ml,,OTC medicines,For Adults,1397/07/14,,
Dextromethorphan+Pseudoephedrine,,SYRUP,,ORAL,R05DA20,(Dextromethorphan HBr 15mg+Pseudoephedrine HCl 30mg)/5ml,,OTC medicines,تحت کنترل (سبز),,,
Dextrose ,,"INJECTION, SOLUTION, CONCENTRATE","50%, 1lit",INTRAVENOUS DRIP,B05BA03,Dextrose anhydrous or monohydrate Eq. to 50 g Dextrose/100 ml_ In 2000 ml Container   ,,,,,,
Dextrose  ,,SOLUTION,"5%, 100ml  ",INTRAVENOUS DRIP,B05BA03,Dextrose anhydrous or monohydrate Eq. to 5 g Dextrose/ 100 ml ,,,,,,
Dextrose  ,,"INJECTION, SOLUTION","5%, 1lit",INTRAVENOUS DRIP ,B05BA03,Dextrose anhydrous or monohydrate Eq. to 5 g Dextrose/ 100 ml ,,,,,,
Dextrose  ,,"INJECTION, SOLUTION, CONCENTRATE","50%, 400ml  in 2 litr bag",INTRAVENOUS DRIP   ,B05BA03,,,,, 1389/02/01,,
Dextrose   ,,"INJECTION, SOLUTION","10%, 500ml",INTRAVENOUS DRIP,B05BA03,Dextrose anhydrous or monohydrate Eq. to 10 g Dextrose/100 ml  ,,,,,,
Dextrose   ,,"INJECTION, SOLUTION","20% , 50ml",INTRAVENOUS DRIP,B05CX03,Dextrose anhydrous or monohydrate Eq. to 20 g Dextrose/100 ml   ,,,,,,
Dextrose   ,,"INJECTION, SOLUTION","20%, 1lit",INTRAVENOUS DRIP,B05CX03,Dextrose anhydrous or monohydrate Eq. to 20 g Dextrose/100 ml   ,,,,1373/10/18,,
Dextrose   ,,"INJECTION, SOLUTION","20%, 500ml",INTRAVENOUS DRIP  ,B05CX03,Dextrose anhydrous or monohydrate Eq. to 20 g Dextrose/100 ml ,,,,,,
Dextrose   ,,"INJECTION, SOLUTION","5%  , 250ml",PARENTERAL,B05BA03,Dextrose anhydrous or monohydrate Eq. to 5 g Dextrose/ 100 ml,,,,1384/02/12,,
Dextrose   ,,"INJECTION, SOLUTION","5%, 500ml",INTRAVENOUS DRIP,B05BA03,Dextrose anhydrous or monohydrate Eq. to 5 g Dextrose/ 100 ml  ,,,,,,
Dextrose   ,,"INJECTION, SOLUTION, CONCENTRATE","50%, 200ml in 2 litr bag",INTRAVENOUS DRIP   ,B05BA03,,,,, 1389/02/01,,
Dextrose   ,,"INJECTION, SOLUTION, CONCENTRATE","50%, 500ml",INTRAVENOUS DRIP ,B05CX01,Dextrose anhydrous or monohydrate Eq. to 50 g Dextrose/100 ml_In 1000 ml Container  ,,,,1373/10/18,,
Dextrose   ,,"INJECTION, SOLUTION, CONCENTRATE","50%, 50ml",INTRAVENOUS DRIP   ,B05CX01,Dextrose anhydrous or monohydrate Eq. to 50 g Dextrose/100 ml,,,,,,
Dextrose   ,,"INJECTION, SOLUTION, CONCENTRATE","70%, 1lit",PARENTERAL,B05CX01,,,,In 2000 ml Container,1385/11/24,,
Dextrose/ Ehthanol   ,,"INJECTION, SOLUTION","5.5%, 1000ml",INTRAVENOUS DRIP,B05BA10,Dextrose 5% + EHTHANOL 5%,,Hospital only,,,,
Dextrose/ NaCl   ,,"INJECTION, SOLUTION","3.33/0.3%, 1000ml",INTRAVENOUS DRIP,B05BB02,Dextrose 3.33% NaCl 0.3%         Dextrose anhydrous or monohydrate Eq. to 3.33%  Dextrose/100 ml  ,,,,1387/08/15,,
